"CODIGO_DANE","MUNICIPIO","DEPTO","COD_LOCAL","LOCAL","EST_DIRECCION","NIT","OPERADOR","CONTRATO"
"05001","MEDELLÍN","ANTIOQUIA","42.183","WINNER GROUP S.A.","CL 50   52  56","830037843","BROADWAY COLOMBIA","C2093"
"05001","MEDELLÍN","ANTIOQUIA","42.183","WINNER GROUP S.A.","CL 50   52  56","830037843","BROADWAY COLOMBIA","C1940"
"05001","MEDELLÍN","ANTIOQUIA","42.185","WINNER GROUP S.A.","CR 53   47  33","830037843","BROADWAY GUAYAQUIL","C2093"
"05001","MEDELLÍN","ANTIOQUIA","42.322","WINNER GROUP S.A.","CL 50   52  56","830037843","BROADWAY COLOMBIA","C1940"
"05001","MEDELLÍN","ANTIOQUIA","42.325","WINNER GROUP S.A.","CR 53   47  33","830037843","BROADWAY GUAYAQUIL","C1940"
"70001","SINCELEJO","SUCRE","54.648","SILVER TECH CO SAS","CL 20   24  95","901510914","CASINO FANTASY PENITAS","C1824"
"05001","MEDELLÍN","ANTIOQUIA","42.346","WINNER GROUP S.A.","CL 52   46  34","830037843","CARIBE CASINO LA PLAYA","C2093"
"05001","MEDELLÍN","ANTIOQUIA","42.359","WINNER GROUP S.A.","CIR 5   69  91","830037843","BROADWAY CASINO LA 70","C1817"
"05001","MEDELLÍN","ANTIOQUIA","42.360","WINNER GROUP S.A.","CR 80   48 B 68","830037843","HAVANA CASINO LA 80","C2093"
"05001","MEDELLÍN","ANTIOQUIA","42.362","WINNER GROUP S.A.","CR 43 A SUR 6  15 LOCAL 2645","830037843","BROADWAY OVIEDO","C1817"
"05001","MEDELLÍN","ANTIOQUIA","42.610","PLAY CITY COLOMBIA S.A.S.","CR 70   47  15","901014972","CASINO LOS 777","C1829"
"05001","MEDELLÍN","ANTIOQUIA","42.611","PLAY CITY COLOMBIA S.A.S.","CR 47   58  40","901014972","JUEGOS EL DOLLAR","C2044"
"05001","MEDELLÍN","ANTIOQUIA","42.781","COMERCIALIZADORA TECHNOLOGY S.A.S.","CR 54   45  30","901001934","CASINO NEW YORK N2","C1859"
"05001","MEDELLÍN","ANTIOQUIA","44.379","PUERTO BELEN S.A.S.","CL 49   30  13","900996338","BAR MAQUINAS EL TESORO","C2013"
"05001","MEDELLÍN","ANTIOQUIA","44.386","PUERTO BELEN S.A.S.","CR 53   53  35","900996338","SALON DE JUEGOS EL RUBI","C2013"
"05001","MEDELLÍN","ANTIOQUIA","43.964","INVERSIONES MADISON LTDA.","CR 45   79  23","811042306","Casino Viejo Toño","C1949"
"05001","MEDELLÍN","ANTIOQUIA","44.084","CODERE COLOMBIA S.A.","CL 44   82  48","860520306","SALON JUAN FELIPE","C1948"
"05001","MEDELLÍN","ANTIOQUIA","44.946","INVERSIONES LOS PAISAS LTDA.","CR 76   30  18 CR 76 30 18","811046512","CASINO VIP PARQUE","C1980"
"05001","MEDELLÍN","ANTIOQUIA","22.058","INVERSORA DE CAPITALES S.A.","CL 49 34 07","900200232","BUENOS AIRES","C1715"
"05001","MEDELLÍN","ANTIOQUIA","21.829","PROMOTORA TURISTICA DE MEDELLIN S.A.","KR 43A 11A SUR 29","811045421","CASINO SAN REMO","C1840"
"05001","MEDELLÍN","ANTIOQUIA","17.912","WINNER GROUP S.A.","CIRCULAR 5 69 91","830037843","CASINO HAVANA LA 70","C2093"
"05001","MEDELLÍN","ANTIOQUIA","17.912","WINNER GROUP S.A.","CIRCULAR 5 69 91","830037843","CASINO HAVANA LA 70","C1817"
"05001","MEDELLÍN","ANTIOQUIA","17.939","WINNER GROUP S.A.","CL 51 51 69","830037843","BROADWAY BOYACA","C1817"
"05001","MEDELLÍN","ANTIOQUIA","17.226","CODERE COLOMBIA S.A.","CR 51 41 221","860520306","SALON LA GRUTA","C1948"
"05001","MEDELLÍN","ANTIOQUIA","18.574","AMERICAN GAMES LTDA.","CL 42 101 09","806011321","AMERICAN GAMES 2","C1781"
"05001","MEDELLÍN","ANTIOQUIA","19.880","M & M ENT S.A.S.","CL 46 45 34","801004670","CASINO GOLD CLUB","C1963"
"05001","MEDELLÍN","ANTIOQUIA","19.675","OPERADORES ASOCIADOS S.A.","CR 52 2 SUR 11","811042793","LA GUACA MAQUINAS PAGAMONEDAS Nº 3","C1875"
"05001","MEDELLÍN","ANTIOQUIA","19.338","MAQUIJUEGOS S.A.S.","CL 3 78 113","811041488","RUMBA CASINO MEDELLIN","C2053"
"05001","MEDELLÍN","ANTIOQUIA","19.184","BINGOS UNIDOS S.A.S.","CL 52 A 50 19","815004809","BINGO NUTIBARA","C1720"
"05001","MEDELLÍN","ANTIOQUIA","22.173","RIO CLARO S.A.","CR 51 51 63","811042314","PAGAMONEDAS SUPER STAR","C1924"
"05001","MEDELLÍN","ANTIOQUIA","37.770","AMERICAN GAMES LTDA.","CL 42 101 09","806011321","SALA DE JUEGOS DE SUERTE Y AZAR PREMIER","C1781"
"05001","MEDELLÍN","ANTIOQUIA","37.656","CODERE COLOMBIA S.A.","CR 10 11 23","860520306","BAR LOS ACOSTAS","C1948"
"05001","MEDELLÍN","ANTIOQUIA","37.657","CODERE COLOMBIA S.A.","CR 57A 45 A 09","860520306","LA RIVIERA","C1948"
"05001","MEDELLÍN","ANTIOQUIA","32.410","APOLO GAMING S.A.S.","KR 52 53 48","900524726","CASINO RIVIERA","C2039"
"05001","MEDELLÍN","ANTIOQUIA","24.100","INVERSIONES LOS PAISAS LTDA.","CR 76 31 61","811046512","CASINO VIP","C1980"
"05001","MEDELLÍN","ANTIOQUIA","24.102","INVERSIONES LOS PAISAS LTDA.","CR 52 51 64","811046512","SALON JUEGOS DE SUERTE Y AZAR LA MONTAÑA","C1980"
"05001","MEDELLÍN","ANTIOQUIA","23.959","INVERSIONES GIRALDO S. A. S.","DG 50 49 66","811043502","CASINO EL PIRATA","C1941"
"05001","MEDELLÍN","ANTIOQUIA","37.203","AMERICAN GAMES LTDA.","CR 70 47 15","806011321","CASINO MACANO","C1781"
"05001","MEDELLÍN","ANTIOQUIA","37.271","OPERADORES ASOCIADOS S.A.","CR 119 39 DA 108","811042793","OPERADORES ASOCIADOS","C1875"
"05001","MEDELLÍN","ANTIOQUIA","16.830","INVERSIONES MADISON LTDA.","CL 50 47 12","811042306","CASINO MADISON","C1949"
"05001","MEDELLÍN","ANTIOQUIA","16.763","INVERSIONES DIVERWEB S.A.S.","CR 50 45 150","900018384","OCEANO CASINO PALACE","C1776"
"05001","MEDELLÍN","ANTIOQUIA","16.771","INVERSIONES DIVERWEB S.A.S.","CL 48 46 12","900018384","OCEANO CASINO ORIENTAL ÉXITO","C1776"
"05001","MEDELLÍN","ANTIOQUIA","57.916","INV TORRES ALM","CR 51   53  123  CENTRO","900147047","CASINO NEW YORK","C1996"
"05001","MEDELLÍN","ANTIOQUIA","56.968","INVERSIONES GIRALDO S. A. S.","CL 52   50  27","811043502","CASINO MONTREAL","C1941"
"05001","MEDELLÍN","ANTIOQUIA","56.969","INVERSIONES GIRALDO S. A. S.","CL 50   47  36","811043502","LA FORTUNA DE PORKYS","C1941"
"05001","MEDELLÍN","ANTIOQUIA","56.619","EDS INVERSIONES S.A.S.","CL 101 D  83  13","900624957","ENGRANDE 146","C1862"
"05001","MEDELLÍN","ANTIOQUIA","56.623","EDS INVERSIONES S.A.S.","CR 67   95  19","900624957","ENGRANDE 183","C1862"
"05001","MEDELLÍN","ANTIOQUIA","56.623","EDS INVERSIONES S.A.S.","CR 67   95  19","900624957","ENGRANDE 183","C1836"
"05001","MEDELLÍN","ANTIOQUIA","56.654","EDS INVERSIONES S.A.S.","CL 83   86  55","900624957","ENGRANDE 142","C1862"
"05001","MEDELLÍN","ANTIOQUIA","52.379","JUEGOS MAX S.A.S.","CL 39 D 114 10","901121296","TIENDA MIXTA SAN JAVIER # 1","C1992"
"05001","MEDELLÍN","ANTIOQUIA","52.153","VALAHIA S.A.S.","CR 52 54 26","901030377","DIVERTRONICS CARABOBO","C1890"
"05001","MEDELLÍN","ANTIOQUIA","51.879","INVERSIONES RIOS VASQUEZ S.A.S.","CR 39   65 BB 37","900566806","CASINO LAS VEGAS LA 39","C1713"
"05001","MEDELLÍN","ANTIOQUIA","52.296","FUSION RECREATIVOS S.A.S.","CL 53 53 66","900863206","CASINO EXCALIBUR SLOT","C1768"
"05001","MEDELLÍN","ANTIOQUIA","52.476","INVERSIONES CASH LTDA","CR 53 50 22 CENTRO","811041913","VESUBIO CASINO Y APUESTAS DEPORTIVAS","C1772"
"05001","MEDELLÍN","ANTIOQUIA","53.085","INVERSIONES M&M JD SAS","CL 42 SUR  78  43","901124349","EL MIRADOR DE PRADO","C1793"
"05001","MEDELLÍN","ANTIOQUIA","53.090","INVERSIONES M&M JD SAS","CL 30   83 B 31","901124349","CASINO LOS ALPES","C1793"
"05001","MEDELLÍN","ANTIOQUIA","54.159","PROMOTORA TURISTICA DE MEDELLIN S.A.","CL 4  SUR 43 A 27  Poblado","811045421","Gran Casino Medellin","C1840"
"05001","MEDELLÍN","ANTIOQUIA","52.631","INVERSIONES DIVERWEB S.A.S.","CALLE 48 CENTRO 46 12","900018384","OCEANO CASINO ORIENTAL EXITO","C1776"
"05001","MEDELLÍN","ANTIOQUIA","53.524","WINNER GROUP S.A.","CL 50   52  56","830037843","BROADWAY COLOMBIA","C2093"
"05001","MEDELLÍN","ANTIOQUIA","53.524","WINNER GROUP S.A.","CL 50   52  56","830037843","BROADWAY COLOMBIA","C1817"
"05001","MEDELLÍN","ANTIOQUIA","53.238","CUSPIDE ELECTRONIC S.A.S.","CR 52 44 56","901470946","SALON AGUADAS","C1785"
"05001","MEDELLÍN","ANTIOQUIA","53.631","RECREACIONES JROYAL SAS","CL 49   34  7  Buenos Aires","901516625","SOCINCA # 3 FORTUNACASINOS BUENOS AIRES","C2162"
"05001","MEDELLÍN","ANTIOQUIA","52.751","JM HOLDING INVERSIONES SAS","CR 78   101 B 56","901281374","SALSAMENTARIA MONI","C2160"
"05001","MEDELLÍN","ANTIOQUIA","52.750","JM HOLDING INVERSIONES SAS","CL 49   29  7","901281374","TIENDA MIXTA RENO BAR","C2160"
"05001","MEDELLÍN","ANTIOQUIA","53.893","INVERSIONES GENESIS 27 SAS","CL 73 45 17","901282863","BAR MAQUINAS GIBER","C1816"
"05001","MEDELLÍN","ANTIOQUIA","46.699","PUERTO BELEN S.A.S.","CALLE 112   76C  C02","900996338","SALA DE JUEGOS MANHATAN","C2107"
"05001","MEDELLÍN","ANTIOQUIA","45.868","INVERSIONISTAS UNIDOS DE COLOMBIA S.A.","CR 80   48 B 2","900045267","CASINO COPACABANA","C1788"
"05001","MEDELLÍN","ANTIOQUIA","44.917","RECREATIVOS MONEY GOLD S.A.S.","CR 51 D  67  20","901112612","SALON DE JUEGOS Y CASINO LAS FLORES","C1983"
"05001","MEDELLÍN","ANTIOQUIA","45.285","ODESSA S.A.S.","CRA 45 47 12","901011779","MIRAGE COINS SLOT","C2099"
"05001","MEDELLÍN","ANTIOQUIA","47.554","VALAHIA S.A.S.","CL 41 29 A 09","901030377","MAQUINAS FOGATA","C1890"
"05001","MEDELLÍN","ANTIOQUIA","49.633","JM HOLDING INVERSIONES SAS","CL 3   78  103  BELEN","901281374","JUACO HELADERIA Y BILLARES","C2160"
"05001","MEDELLÍN","ANTIOQUIA","49.367","INVERSIONES M&M JD SAS","CL 42 SUR  78  43","901124349","CASINO PAGA MAS","C1793"
"05001","MEDELLÍN","ANTIOQUIA","50.619","INVERSORA DE CAPITALES S.A.","CL 2 SUR 52 33","900200232","CRISTO REY","C1715"
"05001","MEDELLÍN","ANTIOQUIA","47.872","FIRST GAMING GROUP S.A.S.","CR 51   53  54  CENTRO","900024874","CARNAVAL FG GROUP MEDELLIN","C2070"
"05001","MEDELLÍN","ANTIOQUIA","47.997","MEGAJUEGOS HJN SAS","CR 40 66C 13","901196936","CASINO DINASTIA GOLD","C2088"
"05001","MEDELLÍN","ANTIOQUIA","50.918","JUEGOS MONTE CARLO SAS","CR 64C 74 68","901280521","CASINO MAQUINITAS DAGO","C2042"
"05001","MEDELLÍN","ANTIOQUIA","47.774","RECREATIVOS MONEY GOLD S.A.S.","CARRERA 49 A 93 29","901112612","SALON CLARO DE LUNA","C1983"
"05001","MEDELLÍN","ANTIOQUIA","47.776","RECREATIVOS MONEY GOLD S.A.S.","CARRERA 79 41 SUR 66","901112612","SALON SAMBA","C1983"
"05001","MEDELLÍN","ANTIOQUIA","50.882","INV TORRES ALM","CR 51 53 87","900147047","LONDON CASINO","C1996"
"05001","MEDELLÍN","ANTIOQUIA","47.885","KONAMET S.A.S","CL 44   86  25","901166159","CASINO LA AMERICA","C2049"
"05001","MEDELLÍN","ANTIOQUIA","39.836","INVERSIONES RIOS VASQUEZ S.A.S.","CL 106A 32 34","900566806","SALA DE JUEGOS EL TIO RICO","C1713"
"05001","MEDELLÍN","ANTIOQUIA","40.054","EL IMPERIO DE LAS MAQUINAS S.A.S.","KR 51 41 235","811044038","CASINO ROYAL FLUSH","C1729"
"05001","MEDELLÍN","ANTIOQUIA","16.429","EGASA COLOMBIA S.A.S.","CR 25 A 1 A SUR 45 LC 2194 CC EL TESORO","900539130","ZAMBA CASINO & RESTAURANTE","C2056"
"05001","MEDELLÍN","ANTIOQUIA","40.499","INVERSIONES LUXURY GAMES S.A.S.","CL 30 A 75 45","900780431","CASINO LUXURY GAMES","C1744"
"05001","MEDELLÍN","ANTIOQUIA","41.551","INV TORRES ALM","CR 64C 78 580 LC 050","900147047","CASINO NEW YORK T.N","C1996"
"05001","MEDELLÍN","ANTIOQUIA","41.492","FUSION RECREATIVOS S.A.S.","CL 53   53  66","900863206","CASINO EXCALIBUR","C1768"
"05001","MEDELLÍN","ANTIOQUIA","41.702","INVERSIONES RIOS VASQUEZ S.A.S.","CL 63   128  149","900566806","CASINO RIO DE ORO","C1713"
"05001","MEDELLÍN","ANTIOQUIA","42.374","WINNER GROUP S.A.","CL 34   43  79","830037843","RIO CASINO MEDELLIN","C1940"
"05001","MEDELLÍN","ANTIOQUIA","42.171","WINNER GROUP S.A.","CIR 5   69  91","830037843","CASINO HAVANA LA 70","C1940"
"05001","MEDELLÍN","ANTIOQUIA","42.172","WINNER GROUP S.A.","CR 80   48 B 68","830037843","CASINO HAVANA LA 80","C2093"
"05001","MEDELLÍN","ANTIOQUIA","42.179","WINNER GROUP S.A.","CL 49   49  41","830037843","BROADWAY AYACUCHO","C1817"
"05001","MEDELLÍN","ANTIOQUIA","61.181","WINNER GROUP S.A.","CL 34   43  79","830037843","RIO CASINO MEDELLIN","C1817"
"05001","MEDELLÍN","ANTIOQUIA","61.129","WINNER GROUP S.A.","CR 80   48 B 68","830037843","BROADWAY CASINO LA 80","C1940"
"05001","MEDELLÍN","ANTIOQUIA","61.128","WINNER GROUP S.A.","CIR 5   69  91","830037843","BROADWAY CASINO LA 70","C1940"
"05001","MEDELLÍN","ANTIOQUIA","61.128","WINNER GROUP S.A.","CIR 5   69  91","830037843","BROADWAY CASINO LA 70","C1817"
"05001","MEDELLÍN","ANTIOQUIA","61.134","WINNER GROUP S.A.","CL 50   52  56","830037843","BROADWAY COLOMBIA","C1940"
"05001","MEDELLÍN","ANTIOQUIA","61.266","JM HOLDING INVERSIONES SAS","CR 55 A  89  22","901281374","CASINO TABARES 2","C2160"
"05001","MEDELLÍN","ANTIOQUIA","60.092","EDS INVERSIONES S.A.S.","Calle 45 D No. 11 C 19","900624957","ENGRANDE 231","C1836"
"05001","MEDELLÍN","ANTIOQUIA","60.891","TOKIO GAMES SAS","CL 46   45  92","901605590","METRO BILLARES TABERNA BAR","C1982"
"05001","MEDELLÍN","ANTIOQUIA","60.891","TOKIO GAMES SAS","CL 46   45  92","901605590","METRO BILLARES TABERNA BAR","C1878"
"05001","MEDELLÍN","ANTIOQUIA","61.268","VALAHIA S.A.S.","CALLE 45 98 47","901030377","BINGO PLAY","C1985"
"05001","MEDELLÍN","ANTIOQUIA","60.487","DIVERSIONES JROYAL SAS","CL 92   50  17  ARANJUEZ","901370270","SALON DE JUEGOS WIN PLACE","C2121"
"05001","MEDELLÍN","ANTIOQUIA","21.828","PROMOTORA TURISTICA DE MEDELLIN S.A.","CL 4 SUR 43 A 27","811045421","GRAN CASINO MEDELLIN","C1840"
"05001","MEDELLÍN","ANTIOQUIA","17.931","WINNER GROUP S.A.","CR 43 A 6SUR 15 LC 264 5","830037843","CASINO HAVANA OVIEDO","C1940"
"05001","MEDELLÍN","ANTIOQUIA","17.937","WINNER GROUP S.A.","CL 49 49 41","830037843","BROADWAY AYACUCHO","C2093"
"05001","MEDELLÍN","ANTIOQUIA","17.937","WINNER GROUP S.A.","CL 49 49 41","830037843","BROADWAY AYACUCHO","C1817"
"05001","MEDELLÍN","ANTIOQUIA","17.942","WINNER GROUP S.A.","CL 50 52 56","830037843","BROADWAY COLOMBIA","C1940"
"05001","MEDELLÍN","ANTIOQUIA","56.158","TERRA TECNOLOGY SAS","CR 42 B  94  62","901535653","JOSE ARCANGEL URREA MONSALVE","C1987"
"05001","MEDELLÍN","ANTIOQUIA","58.515","CUSPIDE ELECTRONIC S.A.S.","CALLE 51 49 23 29","901470946","CASINO RULER CLUB","C1785"
"05001","MEDELLÍN","ANTIOQUIA","56.994","INVERSIONES MADISON LTDA.","CL 29 43 G 10 LOCALES 3307 3310 3313 3318 3344 3253 3262 3316","811042306","CASINO MADISON PREMIUM PLAZA","C1949"
"05001","MEDELLÍN","ANTIOQUIA","55.474","DIVERSIONES JROYAL SAS","CL 92   50  17","901370270","SALON DE JUEGOS WIN PLACE","C2121"
"05001","MEDELLÍN","ANTIOQUIA","55.476","DIVERSIONES JROYAL SAS","CL 71   65  150 LC 99313 99315 99317","901370270","CASINO FLORIDA PLAZA","C2121"
"05001","MEDELLÍN","ANTIOQUIA","57.329","EDS INVERSIONES S.A.S.","CR 48   49  61","900624957","ENGRANDE 196","C1836"
"05001","MEDELLÍN","ANTIOQUIA","57.060","CODERE COLOMBIA S.A.","CR 45 81 31","860520306","CASINO BAR EL MARINO","C1948"
"05001","MEDELLÍN","ANTIOQUIA","58.942","PLAY CITY COLOMBIA S.A.S.","CL 49 30 13","901014972","BAR MAQUINAS EL TESORO","C1829"
"05001","MEDELLÍN","ANTIOQUIA","58.725","GLOBAL CENTRAL S.A.S.","CR 64 A  78  581 LC 127 130 CARIBE","900160619","CASINO 4ASES","C2025"
"05001","MEDELLÍN","ANTIOQUIA","58.710","INVERSIONES ALFA GAMES SAS","CR 51   41  221","901488604","SALON LA GRUTA","C1823"
"05001","MEDELLÍN","ANTIOQUIA","59.194","JM HOLDING INVERSIONES SAS","CL 39 D  115  134","901281374","CAFE LA JUGARRETA","C2160"
"05001","MEDELLÍN","ANTIOQUIA","59.550","MEGAJUEGOS HJN SAS","CR 40   66  65 Parque principal","901196936","CASINO DINASTIA GOLD","C2088"
"05001","MEDELLÍN","ANTIOQUIA","59.553","MEGAJUEGOS HJN SAS","CR 76 C 112 12","901196936","SALON DE JUEGOS DE SUERTE Y AZAR CASINOMONTREAL","C2088"
"05001","MEDELLÍN","ANTIOQUIA","59.555","MEGAJUEGOS HJN SAS","CRA 65 F 25 17","901196936","CASINO MALIBU ANTIOQUIA","C2088"
"05001","MEDELLÍN","ANTIOQUIA","54.639","SILVER TECH CO SAS","CRA 70 47 15","901510914","CASINO LOS 777","C1868"
"05001","MEDELLÍN","ANTIOQUIA","54.212","INVERSIONES HERNANDEZ DAVILA SAS","CL 54   57  45","901182698","MERCEDELICIAS SALON DE JUEGOS DE SUERTE Y AZAR","C1847"
"05001","MEDELLÍN","ANTIOQUIA","52.742","EL IMPERIO DE LAS MAQUINAS S.A.S.","CR 68   95  17 INT 101","811044038","CASINO LA 68 PRINCIPAL","C1729"
"05001","MEDELLÍN","ANTIOQUIA","54.082","INVERPRO GS SAS","CL 61   53  42","901076127","MULTISERVICIOS Y  JUEGOS EL CHAGUALO","C1887"
"05001","MEDELLÍN","ANTIOQUIA","54.051","INVERPRO GS SAS","CL 49   34  7","901076127","SONCINCA # 3 FORTUNACASINOS  BUENOS AIRES","C1887"
"05001","MEDELLÍN","ANTIOQUIA","54.092","INVERPRO GS SAS","CR 80   102  3","901076127","MULTISERVICIOS Y  JUEGOS EL DOCE","C1887"
"05001","MEDELLÍN","ANTIOQUIA","54.116","INVERPRO GS SAS","CR 45   85  87","901076127","SALON DE JUEGOS SERVIWIN MANRIQUE LA 45","C1887"
"05001","MEDELLÍN","ANTIOQUIA","54.096","INVERPRO GS SAS","CL 44   89  37","901076127","SALON DE JUEGOS APUESTAS DEPORTIVAS LA AMERICA","C1887"
"05001","MEDELLÍN","ANTIOQUIA","54.040","INVERPRO GS SAS","CR 51   51  35","901076127","CASINO LA ESTACION DEL PARQUE BERRIO","C1887"
"05001","MEDELLÍN","ANTIOQUIA","54.725","INVERSIONES JD Y ASOCIADOS S.A.S.","CR 109 39 B 05","900974841","SALA DE JUEGOS SILLA ROJAS","C1861"
"05001","MEDELLÍN","ANTIOQUIA","55.139","JUEGOS MAX S.A.S.","CR 51 53 10","901121296","CASINO PLAZA","C1755"
"05001","MEDELLÍN","ANTIOQUIA","55.954","GRUPO EMPRESARIAL DMZ SAS","CL 114   49 C 32","901546351","CASINO LA 114","C1845"
"05001","MEDELLÍN","ANTIOQUIA","55.958","GRUPO EMPRESARIAL DMZ SAS","CR 29   48  65","901546351","CASINO LAS VEGAS EB","C1845"
"05001","MEDELLÍN","ANTIOQUIA","55.957","GRUPO EMPRESARIAL DMZ SAS","CL 49   59  18","901546351","CASINO Y BILLARES SANTA LUCIA","C1845"
"05001","MEDELLÍN","ANTIOQUIA","52.292","FUSION RECREATIVOS S.A.S.","CR 79 2 92","900863206","SALON DE JUEGOS LIBARE","C1768"
"05001","MEDELLÍN","ANTIOQUIA","53.527","WINNER GROUP S.A.","CR 53   47  33","830037843","BROADWAY GUAYAQUIL","C1817"
"05001","MEDELLÍN","ANTIOQUIA","53.537","WINNER GROUP S.A.","CR 43 A SUR 6  15 LOCAL 2645","830037843","BROADWAY OVIEDO","C2093"
"05001","MEDELLÍN","ANTIOQUIA","53.572","WINNER GROUP S.A.","CL 34   43  79","830037843","RIO CASINO MEDELLIN","C2093"
"05001","MEDELLÍN","ANTIOQUIA","53.519","WINNER GROUP S.A.","CR 80   48 B 68","830037843","BROADWAY CASINO LA 80","C1817"
"05001","MEDELLÍN","ANTIOQUIA","53.555","WINNER GROUP S.A.","CL 52   46  34","830037843","CARIBE CASINO LA PLAYA","C1940"
"05001","MEDELLÍN","ANTIOQUIA","53.238","CUSPIDE ELECTRONIC S.A.S.","CR 52 44 56","901470946","SALON AGUADAS","C1799"
"05001","MEDELLÍN","ANTIOQUIA","53.634","RECREACIONES JROYAL SAS","CL 117 B  39  23  San Javier","901516625","BILLARES 4 ESQUINAS CYA","C2162"
"05001","MEDELLÍN","ANTIOQUIA","42.293","INVERSIONES JD Y ASOCIADOS S.A.S.","CR 31 A NORTE 102 B 193","900974841","SALA DE JUEGOS PUERTO RICO","C1861"
"05001","MEDELLÍN","ANTIOQUIA","42.325","WINNER GROUP S.A.","CR 53   47  33","830037843","BROADWAY GUAYAQUIL","C2093"
"05001","MEDELLÍN","ANTIOQUIA","42.342","WINNER GROUP S.A.","CR 66 B  34 A 74 LOCAL 369","830037843","BROADWAY UNICENTRO MEDELLIN","C1940"
"05001","MEDELLÍN","ANTIOQUIA","42.359","WINNER GROUP S.A.","CIR 5   69  91","830037843","BROADWAY CASINO LA 70","C1940"
"05001","MEDELLÍN","ANTIOQUIA","42.624","EL IMPERIO DE LAS MAQUINAS S.A.S.","CR 45   47  48","811044038","CASINO ROYAL FLUSH No 3 EL PALO","C1729"
"05001","MEDELLÍN","ANTIOQUIA","42.610","PLAY CITY COLOMBIA S.A.S.","CR 70   47  15","901014972","CASINO LOS 777","C2044"
"05001","MEDELLÍN","ANTIOQUIA","44.082","CODERE COLOMBIA S.A.","CR 76   31  83","860520306","CASINO FANTASIA ROYAL","C1948"
"05001","MEDELLÍN","ANTIOQUIA","43.673","RIO CLARO S.A.","CRA 51 51 63","811042314","PAGAMONEDAS SUPER STAR","C1924"
"05001","MEDELLÍN","ANTIOQUIA","43.027","INVERSIONES RIOS VASQUEZ S.A.S.","CR 37   70  10 INT 101 GAITAN","900566806","LAS VEGAS GAITAN","C1713"
"05001","MEDELLÍN","ANTIOQUIA","46.013","INVERSIONES M&M JD SAS","CR 52   41  18","901124349","HELADERIA Y BILLARES LOS RONDEROS","C1793"
"05001","MEDELLÍN","ANTIOQUIA","45.545","COMERCIALIZADORA TECHNOLOGY S.A.S.","CL 63   128  127","901001934","CASINO EL AZAR #1","C1859"
"05001","MEDELLÍN","ANTIOQUIA","45.245","HSQ INVERSIONES S.A.S.","CR 51   51  35","900565733","CASINON LA ESTACION DEL PARQUE BERRIO","C1984"
"05001","MEDELLÍN","ANTIOQUIA","44.915","RECREATIVOS MONEY GOLD S.A.S.","CR 70   44 B 66","901112612","GOLD STARS","C1983"
"05001","MEDELLÍN","ANTIOQUIA","17.966","WINNER GROUP S.A.","CL 52 46 34","830037843","CASINO CARIBE LA PLAYA","C1940"
"05001","MEDELLÍN","ANTIOQUIA","17.221","CODERE COLOMBIA S.A.","CL 44 80 65","860520306","FANTASIA ROYAL CHARLESTON","C1948"
"05001","MEDELLÍN","ANTIOQUIA","17.225","CODERE COLOMBIA S.A.","CR 51 41 216","860520306","SALON LA DORADA","C1948"
"05001","MEDELLÍN","ANTIOQUIA","17.270","CODERE COLOMBIA S.A.","CR 49 93 116","860520306","CAFE PALMAR VERDE","C1948"
"05001","MEDELLÍN","ANTIOQUIA","18.575","AMERICAN GAMES LTDA.","CR 87 47 DD 38","806011321","AMERICAN GAMES","C1781"
"05001","MEDELLÍN","ANTIOQUIA","19.340","MAQUIJUEGOS S.A.S.","CL 74 64 A 38","811041488","LOS COLATEROS","C2053"
"05001","MEDELLÍN","ANTIOQUIA","20.550","ROYAL CASINOS S.A.S.","CL 52 46 70","900450104","CASINO ROYAL MEDELLIN","C1767"
"05001","MEDELLÍN","ANTIOQUIA","22.229","EL IMPERIO DE LAS MAQUINAS S.A.S.","CL 44 51 11","811044038","CASINO ROYAL FLUSH NO. 1","C1729"
"05001","MEDELLÍN","ANTIOQUIA","22.233","EL IMPERIO DE LAS MAQUINAS S.A.S.","CL 53 53 66","811044038","CASINO EXCALIBUR GAMMING","C1729"
"05001","MEDELLÍN","ANTIOQUIA","38.067","INVERSIONES CASH LTDA","CR 65 8 B 91 LC 80 082","811041913","SALON DE JUEGOS GANAMANIA","C1772"
"05001","MEDELLÍN","ANTIOQUIA","37.855","OPERADORES ASOCIADOS S.A.","CL 43 100 22","811042793","LA GUACA  1","C1875"
"05001","MEDELLÍN","ANTIOQUIA","37.738","EMPRESARIOS UNIDOS DE COLOMBIA S. A.","CL 48B 79 56 / 60","811046779","CASINO COPACABANA","C2003"
"05001","MEDELLÍN","ANTIOQUIA","37.800","CODERE COLOMBIA S.A.","CR 49 93 116","860520306","CAFE PALMAR VERDE","C1948"
"05001","MEDELLÍN","ANTIOQUIA","37.603","RIO CLARO S.A.","CR 51 53 87","811042314","CANTA CLARO","C1924"
"05001","MEDELLÍN","ANTIOQUIA","37.665","CODERE COLOMBIA S.A.","CR 58 45 A 23","860520306","CORRALITO","C1948"
"05001","MEDELLÍN","ANTIOQUIA","24.101","INVERSIONES LOS PAISAS LTDA.","CR 76 30 18","811046512","CASINO VIP PARQUE","C1980"
"05001","MEDELLÍN","ANTIOQUIA","23.961","INVERSIONES GIRALDO S. A. S.","CL 51 52 72","811043502","CASINO EL CARBONCITO DE ORO","C1941"
