"CODIGO_DANE","MUNICIPIO","DEPTO","COD_LOCAL","LOCAL","EST_DIRECCION","NIT","OPERADOR","CONTRATO"
"25322","GUASCA","CUNDINAMARCA","50.910","JUEGOS MONTE CARLO SAS","CR 2   3  76","901280521","SALON DE JUEGOS ROYAL GUASCA","C2042"
"25322","GUASCA","CUNDINAMARCA","43.643","DIVERSABANA S.A.S.","CR 3   4  63  CENTRO","900122797","DIVERLANDIA SABANA","C1912"
"25322","GUASCA","CUNDINAMARCA","58.883","NEBRASKA GROUP SAS","CR 2   3  76","901647151","SALON DE JUEGOS ROYAL GUASCA","C2037"
"25322","GUASCA","CUNDINAMARCA","20.174","DIVERSABANA S.A.S.","CR 3 4 63","900122797","DIVERLANDIA","C1912"
"25326","GUATAVITA","CUNDINAMARCA","54.179","INVERSIONES GENESIS 27 SAS","CR 1 5 78 82","901282863","ESTABLECIMIENTO DE COMERCIO ALIADO CLUB EL DORADO GUATAVITA","C1816"
"25326","GUATAVITA","CUNDINAMARCA","54.179","INVERSIONES GENESIS 27 SAS","CR 1 5 78 82","901282863","ESTABLECIMIENTO DE COMERCIO ALIADO CLUB EL DORADO GUATAVITA","C1792"
"25377","LA CALERA","CUNDINAMARCA","37.698","FAIRPLAY GROUP S.A.S.","CL 6 3 45","900148555","ROYAL GAME CALERA","C1958"
"25377","LA CALERA","CUNDINAMARCA","20.350","ROYAL GAMES GROUP S.A.S.","CL 6 3 45","900396042","CASINO ROYAL GAMES CALERA","C1809"
"25377","LA CALERA","CUNDINAMARCA","19.502","RECREATIVOS BOYACÁ S.A.S.","CR 2 7 18 20","830136446","PARADISE CLUB CALERA II","C1759"
"25377","LA CALERA","CUNDINAMARCA","53.396","ROYAL GAMES GROUP S.A.S.","CL 6   3  45  CENTRO","900396042","Casino Royal Games Calera","C1809"
"25377","LA CALERA","CUNDINAMARCA","19.500","RECREATIVOS BOYACÁ S.A.S.","CR 2 6 91","830136446","PARADISE CLUBS CALERA I","C1759"
"25377","LA CALERA","CUNDINAMARCA","59.458","LUCKY BROTHER S.A.S","AV 2   9 A 28 LOCALES 301 Y 302 CENTRO","900177204","THE GRAND PARADISE CLUB LA CALERA  GARDENS","C2080"
"25377","LA CALERA","CUNDINAMARCA","41.790","ROYAL GAMES GROUP S.A.S.","CL 6   3  45  Centro","900396042","Casino Royal Games Calera","C1809"
"25377","LA CALERA","CUNDINAMARCA","40.959","RECREATIVOS BOYACÁ S.A.S.","KR 2 6 91","830136446","PARADISE CLUBS CALERA I","C1759"
"25377","LA CALERA","CUNDINAMARCA","52.142","LUCKY BROTHER S.A.S","Avenida 2   7  -  18 20","900177204","The Grand Paradise Club La Calera","C2080"
"25377","LA CALERA","CUNDINAMARCA","40.960","RECREATIVOS BOYACÁ S.A.S.","KR 2 7 18 20","830136446","PARADISE CLUBS CALERA II","C1759"
"25377","LA CALERA","CUNDINAMARCA","59.456","LUCKY BROTHER S.A.S","AV 2   7  18 20 CENTRO","900177204","THE GRAND PARADISE CLUB LA CALERA","C2080"
"25386","LA MESA","CUNDINAMARCA","56.065","RECREATIVOS FUTURO SAS","CL 4 A  20  28","901488608","CASINO BONANZA No 2","C1880"
"25386","LA MESA","CUNDINAMARCA","58.073","INVERSIONES FACILITY SAS","CL 4 A  20  9","901235028","Casino la Mesa","C2001"
"25386","LA MESA","CUNDINAMARCA","49.452","INVERSIONES FACILITY SAS","CL 4 A  20  9","901235028","Casino la Mesa","C2001"
"25386","LA MESA","CUNDINAMARCA","55.261","RECREATIVOS FUTURO SAS","CR 20   4 A 15","901488608","CASINO BONANZA LA MESA","C1880"
"25402","LA VEGA","CUNDINAMARCA","38.015","INVERSIONES POKERMANIA S.A.S.","CR 3 A CL 16 Y 18","830135611","JUEGO RECREATIVO LA VEGA","C2014"
"25402","LA VEGA","CUNDINAMARCA","38.323","INVERSIONES POKERMANIA S.A.S.","CR 3 161 38","830135611","JUEGOS RECREATIVOS LA VEGA","C2014"
"25402","LA VEGA","CUNDINAMARCA","58.654","GRS INVERSIONES SAS","CRA 3A 19 22","901068081","ARABIAN CASINO III","C2051"
"25402","LA VEGA","CUNDINAMARCA","59.064","GRS INVERSIONES SAS","CRA 3A 19 22","901068081","ARABIAN CASINO III","C2051"
"25402","LA VEGA","CUNDINAMARCA","58.054","INVERSIONES FACILITY SAS","CR 3 A  19  14","901235028","El Tesoro de la Vega","C2001"
"25402","LA VEGA","CUNDINAMARCA","49.468","INVERSIONES FACILITY SAS","CR 3 A  19  14","901235028","El Tesoro de la Vega","C2001"
"25402","LA VEGA","CUNDINAMARCA","41.313","SLOTS PARTS S.A.S","CR 3   19  14","900129693","EL AS DEL BUTURU","C1889"
"25402","LA VEGA","CUNDINAMARCA","40.482","SLOTS PARTS S.A.S","KR 3 nO. 19 - 14","900129693","EL AS DEL FUTURO","C1889"
"25402","LA VEGA","CUNDINAMARCA","47.105","GRS INVERSIONES SAS","CR 3  19  22","901068081","ARABIAN CASINO 3","C2051"
"25407","LENGUAZAQUE","CUNDINAMARCA","40.869","DIVERSIONES UNIVERSAL S.A.S.","KR 3 3 64","830129516","CASINO SUPER ZAQUE","C1815"
"25407","LENGUAZAQUE","CUNDINAMARCA","42.495","DIVERSIONES UNIVERSAL S.A.S.","CR 3   4  3 BARRIO CENTRO","830129516","CASINO PALACIO IMPERIAL","C1815"
"25407","LENGUAZAQUE","CUNDINAMARCA","22.675","DIVERSIONES UNIVERSAL S.A.S.","CR 3 3 64","830129516","CASINO SUPER ZAQUE","C1815"
"25407","LENGUAZAQUE","CUNDINAMARCA","46.854","DIVERSIONES UNIVERSAL S.A.S.","CR 3   4  3","830129516","CASINO PALACIO IMPERIAL  LENGUAZAQUE","C1815"
"25407","LENGUAZAQUE","CUNDINAMARCA","53.765","DIVERSIONES UNIVERSAL S.A.S.","CR 3   4  3","830129516","CASINO PALACIO IMPERIAL LENGUAZAQUE","C1815"
"25407","LENGUAZAQUE","CUNDINAMARCA","37.588","DIVERSIONES UNIVERSAL S.A.S.","CR 3 3 62","830129516","CASINO SUPER ZAQUE","C1815"
"25426","MACHETÁ","CUNDINAMARCA","57.425","STAR GAMES SAS","CRA 9 3 56","901297092","ESTABLECIMIENTO DE COMERCIO ALIADO MACHETA","C1730"
"25426","MACHETÁ","CUNDINAMARCA","57.425","STAR GAMES SAS","CRA 9 3 56","901297092","ESTABLECIMIENTO DE COMERCIO ALIADO MACHETA","C1770"
"25430","MADRID","CUNDINAMARCA","51.090","INVERSIONES DIAMONDS S.A.S.","CL 8   6  20 LC 103","820004564","DIAMONDS CASINO MADRID","C2032"
"25430","MADRID","CUNDINAMARCA","49.986","INVERSIONES FACILITY SAS","CR 6   6  13  Centro","901235028","Las Vegas Win","C2001"
"25430","MADRID","CUNDINAMARCA","37.497","INVERSIONES DIAMONDS S.A.S.","CL 8 6 20 LC 103","820004564","DIAMONDS CASINO","C2032"
"25430","MADRID","CUNDINAMARCA","51.129","CASINOS Y NEGOCIOS DE LA ESTRELLA LTDA - CANELE.","CL 7   1 A 91 L 101","830090001","CASINO NEW YORK MADRID","C1874"
"25430","MADRID","CUNDINAMARCA","56.935","INVERSIONES SLOTSKY SAS","CR 6   7  30","901676308","CASINO SLOTSKY MADRID","C1944"
"25430","MADRID","CUNDINAMARCA","53.337","DIESEL SERVICE JM SAS","CR 21 1 47","901314439","CASINO SOSIEGO","C1807"
"25430","MADRID","CUNDINAMARCA","60.199","DIESEL SERVICE JM SAS","CL 7 20 81 L1","901314439","HORUS 10","C1966"
"25430","MADRID","CUNDINAMARCA","54.998","CASINOS Y NEGOCIOS DE LA ESTRELLA LTDA - CANELE.","CL 7   1 A 91 Local 101 CasaBlanca","830090001","CASINO NEW YORK MADRID","C1874"
"25430","MADRID","CUNDINAMARCA","60.775","INVERSIONES GROUP CENTER SAS","CR 22   7  77 SUR","901436264","Gran Casino Poporo Quimbaya","C1771"
"25430","MADRID","CUNDINAMARCA","55.457","ATLANTIS TECHNOLOGY SAS","CL 7   20  87","901586999","CASINO GOLDEN MADRID","C2018"
"25430","MADRID","CUNDINAMARCA","55.321","INVERSIONES GROUP CENTER SAS","CR 22   7  77 Manzana A Lote 1","901436264","Gran Casino Poporo Quimbaya","C1771"
"25430","MADRID","CUNDINAMARCA","53.337","DIESEL SERVICE JM SAS","CR 21 1 47","901314439","CASINO SOSIEGO","C1966"
"25430","MADRID","CUNDINAMARCA","42.669","INVERSIONES DIAMONDS S.A.S.","CL 8   6  20 LC 103","820004564","DIAMONDS CASINO MADRID","C2032"
"25430","MADRID","CUNDINAMARCA","49.453","INVERSIONES FACILITY SAS","CL 7   7  9","901235028","Juegos Electronicos las Vegas","C2001"
"25430","MADRID","CUNDINAMARCA","50.968","DIVERSIONES STAR PLAY S.A.S.","CL 7   9  93  BARRIO SAN LUIS","900803812","CASINO EL PORVENIR DE MADRID","C2149"
"25430","MADRID","CUNDINAMARCA","57.315","DIESEL SERVICE JM SAS","CL 7   20  87","901314439","CASINO HORUS 6","C1807"
"25430","MADRID","CUNDINAMARCA","42.424","DIVERSIONES STAR PLAY S.A.S.","CL 7   9  93 BARRIO SAN LUIS","900803812","CASINO EL PORVENIR DE MADRID","C2149"
"25430","MADRID","CUNDINAMARCA","47.188","GLOBAL P&M SAS","CR 21 3 64","901114017","ELECTRONICOS RIPLAY","C1989"
"25430","MADRID","CUNDINAMARCA","52.739","PERLA ASOCIADOS SAS","CR 6   9 A 15","900661205","Mi Casino Madrid","C1719"
"25430","MADRID","CUNDINAMARCA","60.199","DIESEL SERVICE JM SAS","CL 7 20 81 L1","901314439","HORUS 10","C1807"
"25430","MADRID","CUNDINAMARCA","58.831","INVERSIONES DIAMONDS S.A.S.","CL 8   6  20 LC 103","820004564","DIAMONDS CASINO MADRID","C2032"
"25430","MADRID","CUNDINAMARCA","55.457","ATLANTIS TECHNOLOGY SAS","CL 7   20  87","901586999","CASINO GOLDEN MADRID","C2031"
"25430","MADRID","CUNDINAMARCA","57.315","DIESEL SERVICE JM SAS","CL 7   20  87","901314439","CASINO HORUS 6","C1966"
"25430","MADRID","CUNDINAMARCA","18.121","INVERSIONES DIAMONDS S.A.S.","CL 8 6 20 LC 103","820004564","DIAMONDS CASINO","C2032"
"25430","MADRID","CUNDINAMARCA","58.062","INVERSIONES FACILITY SAS","CR 6   6  13 CENTRO","901235028","Las Vegas Win","C2001"
"25436","MANTA","CUNDINAMARCA","54.180","INVERSIONES GENESIS 27 SAS","CR 6 2 47","901282863","SALON DE JUEGOS MANTA","C1792"
"25436","MANTA","CUNDINAMARCA","54.180","INVERSIONES GENESIS 27 SAS","CR 6 2 47","901282863","SALON DE JUEGOS MANTA","C1816"
"25436","MANTA","CUNDINAMARCA","56.134","DIESEL SERVICE JM SAS","CALLE 3  7 08","901314439","CASINO MIRAGE MANTA","C1807"
"25436","MANTA","CUNDINAMARCA","56.134","DIESEL SERVICE JM SAS","CALLE 3  7 08","901314439","CASINO MIRAGE MANTA","C1966"
"25438","MEDINA","CUNDINAMARCA","39.443","DRAGON SLOT S.A.S.","KR 7 10 33","900194335","JUEGOS Y JUEGOS MEDINA","C2065"
"25473","MOSQUERA","CUNDINAMARCA","58.074","INVERSIONES FACILITY SAS","CL 10   11  5","901235028","Juegos Electronicos Super Juegos J B Mosquera","C2001"
"25473","MOSQUERA","CUNDINAMARCA","58.007","INVERSIONES FACILITY SAS","CR 3   3  37","901235028","Montana Casino Star Mosquera","C2001"
"25473","MOSQUERA","CUNDINAMARCA","57.585","SILVER GROUP INTERNATIONAL S.A.S.","CR 3   13  12 LOCAL 6 EL TREBOL","900620140","PARADISE CLUBS MOSQUERA III","C1990"
"25473","MOSQUERA","CUNDINAMARCA","16.480","SILVER GROUP INTERNATIONAL S.A.S.","AV 13 4 05 LC 103","900620140","PARADISE CLUBS MOSQUERA II","C1990"
"25473","MOSQUERA","CUNDINAMARCA","45.512","SILVER GROUP INTERNATIONAL S.A.S.","CL 3   3  11  CENTRO","900620140","PARADISE CLUBS MOSQUERA I","C1990"
"25473","MOSQUERA","CUNDINAMARCA","57.583","SILVER GROUP INTERNATIONAL S.A.S.","CL 3   3  11  CENTRO","900620140","PARADISE CLUBS MOSQUERA I","C1990"
"25473","MOSQUERA","CUNDINAMARCA","45.513","SILVER GROUP INTERNATIONAL S.A.S.","CR 3   4  5 LOCAL 103 VILLA NUEVA","900620140","PARADISE CLUBS MOSQUERA II","C1990"
"25473","MOSQUERA","CUNDINAMARCA","49.454","INVERSIONES FACILITY SAS","CL 10   11  5","901235028","Juegos Electronicos Super Juegos JB Mosquera","C2001"
"25473","MOSQUERA","CUNDINAMARCA","16.479","SILVER GROUP INTERNATIONAL S.A.S.","CL 3 3 11","900620140","NAZCA CASINO M1","C1990"
"25473","MOSQUERA","CUNDINAMARCA","51.130","CASINOS Y NEGOCIOS DE LA ESTRELLA LTDA - CANELE.","CR 3   15 A 57 LC 220   221","830090001","CASINO NEW YORK MOSQUERA","C1874"
"25473","MOSQUERA","CUNDINAMARCA","54.999","CASINOS Y NEGOCIOS DE LA ESTRELLA LTDA - CANELE.","CR 3   15 A 57 Loocal 220 - 221 VillaMaria","830090001","CASINO NEW YORK MOSQEURA","C1874"
"25473","MOSQUERA","CUNDINAMARCA","49.461","INVERSIONES FACILITY SAS","CR 3   3  37","901235028","Montana Casino Star Mosquera","C2001"
"25473","MOSQUERA","CUNDINAMARCA","45.514","SILVER GROUP INTERNATIONAL S.A.S.","CR 3   13  12 LOCAL 6 EL TREBOL","900620140","PARADISE CLUBS MOSQUERA III","C1990"
"25473","MOSQUERA","CUNDINAMARCA","57.584","SILVER GROUP INTERNATIONAL S.A.S.","CR 3   4  5 LOCAL 103 VILLA NUEVA","900620140","PARADISE CLUBS MOSQUERA II","C1990"
"25473","MOSQUERA","CUNDINAMARCA","16.481","SILVER GROUP INTERNATIONAL S.A.S.","CR 3 13 12 LC 6","900620140","PARADISE CLUBS MOSQUERA III","C1990"
"25486","NEMOCÓN","CUNDINAMARCA","51.209","PLAY CITY COLOMBIA S.A.S.","CRA 6 No. 3-64","901014972","CASINO FRENENEMOCON SEDE B","C1829"
"25486","NEMOCÓN","CUNDINAMARCA","58.947","PLAY CITY COLOMBIA S.A.S.","CRA 6 No. 3 64","901014972","ESTABLECIMIENTO DE COMERCIO ALIADO NEMOCON SEDE B","C1829"
"25486","NEMOCÓN","CUNDINAMARCA","59.222","DIVERZAR SAS","CR 6   6  48","901594598","ESTABLECIMIENTO DE COMERCIO ALIADO NEMOCON","C1935"
"25486","NEMOCÓN","CUNDINAMARCA","56.777","DIVERZAR SAS","CR 6 1 47 LC 2","901594598","CASINO FRENESI NEMOCON","C1935"
"25486","NEMOCÓN","CUNDINAMARCA","58.947","PLAY CITY COLOMBIA S.A.S.","CRA 6 No. 3 64","901014972","ESTABLECIMIENTO DE COMERCIO ALIADO NEMOCON SEDE B","C2044"
"25486","NEMOCÓN","CUNDINAMARCA","51.209","PLAY CITY COLOMBIA S.A.S.","CRA 6 No. 3-64","901014972","CASINO FRENENEMOCON SEDE B","C2044"
"25506","VENECIA","CUNDINAMARCA","53.673","INVERSIONES GROUP CENTER SAS","CL 4   3  47","901436264","CASINO OSIRIS","C1771"
"25513","PACHO","CUNDINAMARCA","58.278","GOLDEN GAME S.A.S.","CR 15   7  3  CENTRO","830115955","CASINO GOLDEN GAME PACHO","C2005"
"25513","PACHO","CUNDINAMARCA","54.955","GOLDEN GAME S.A.S.","CR 15   7  3  CENTRO","830115955","CASINO GOLDEN GAME PACHO","C2005"
"25513","PACHO","CUNDINAMARCA","22.399","MUNDIAL DE DIVERSIONES LTDA.","CR 1615 19 /21/23/25/27","900051385","CASINO CARNAVAL","C2105"
"25513","PACHO","CUNDINAMARCA","57.027","SMARTSYS S.A.S","CR 16 6 15","901286597","WINNER MONEY","C1885"
"25524","PANDI","CUNDINAMARCA","56.696","INVERSIONES GROUP CENTER SAS","AV 3   2  3 5","901436264","Casino Pandi","C1771"
"25535","PASCA","CUNDINAMARCA","52.290","FUSION RECREATIVOS S.A.S.","CL 7 6 22","900863206","CASINO CARIBBEAN PASCA","C1768"
"25535","PASCA","CUNDINAMARCA","61.366","PRAGA ELECTRONICS SAS","CALLE 2 1 21","901653224","CASINO CARIBBEAN PASCA","C1971"
"25535","PASCA","CUNDINAMARCA","61.366","PRAGA ELECTRONICS SAS","CALLE 2 1 21","901653224","CASINO CARIBBEAN PASCA","C2024"
"25535","PASCA","CUNDINAMARCA","41.493","FUSION RECREATIVOS S.A.S.","CL 7   6  18","900863206","CASINO PASCA BILLIONAIRES","C1768"
"25572","PUERTO SALGAR","CUNDINAMARCA","47.622","ASESORIA COMERCIAL HASTAM S.A.S.","TV 11 A  12  18","900571195","JAZAR No. 2","C2123"
"25572","PUERTO SALGAR","CUNDINAMARCA","52.690","ASESORIA COMERCIAL HASTAM S.A.S.","TV 11 A  12  18","900571195","JAZAR No. 2","C2123"
"25572","PUERTO SALGAR","CUNDINAMARCA","42.900","INVERSIONES POKERMANIA S.A.S.","CR 11   12  49  CENTRO","830135611","CASINO DINASTIA 17","C2014"
"25592","QUEBRADANEGRA","CUNDINAMARCA","60.831","VALAHIA S.A.S.","CR 13 107 58","901030377","CASINO KENNEDY","C1890"
"25592","QUEBRADANEGRA","CUNDINAMARCA","60.831","VALAHIA S.A.S.","CR 13 107 58","901030377","CASINO KENNEDY","C1985"
"25594","QUETAME","CUNDINAMARCA","47.761","ACERTAR EMPRESARIAL S.A.S.","CL 2 3 49","901008683","FARAHON BYT","C2029"
"25594","QUETAME","CUNDINAMARCA","58.535","INVERSIONES NUEVO MILENIUM SAS","CR 4   1  68 74 76","901426244","Casino Roberto","C2100"
"25594","QUETAME","CUNDINAMARCA","58.804","ACERTAR EMPRESARIAL S.A.S.","CL 2   3  49","901008683","MARISOL NET","C1914"
"25594","QUETAME","CUNDINAMARCA","54.906","ACERTAR EMPRESARIAL S.A.S.","CL 2   3  49","901008683","MARISOL NET","C2029"
"25594","QUETAME","CUNDINAMARCA","47.761","ACERTAR EMPRESARIAL S.A.S.","CL 2 3 49","901008683","FARAHON BYT","C1914"
"25594","QUETAME","CUNDINAMARCA","54.906","ACERTAR EMPRESARIAL S.A.S.","CL 2   3  49","901008683","MARISOL NET","C1914"
"25594","QUETAME","CUNDINAMARCA","54.356","INVERSIONES GROUP CENTER SAS","CR 4   1  68 74  76","901436264","Casino Roberto","C1771"
"25594","QUETAME","CUNDINAMARCA","53.826","INVERSIONES NUEVO MILENIUM SAS","CL 2   2  11 LO 1","901426244","Casino por si se puede","C2100"
"25594","QUETAME","CUNDINAMARCA","53.826","INVERSIONES NUEVO MILENIUM SAS","CL 2   2  11 LO 1","901426244","Casino por si se puede","C1825"
"25594","QUETAME","CUNDINAMARCA","58.804","ACERTAR EMPRESARIAL S.A.S.","CL 2   3  49","901008683","MARISOL NET","C2029"
"25594","QUETAME","CUNDINAMARCA","59.837","INVERSIONES NUEVO MILENIUM SAS","CL 2da-207","901426244","Casino Roberto","C2100"
"25594","QUETAME","CUNDINAMARCA","59.837","INVERSIONES NUEVO MILENIUM SAS","CL 2da-207","901426244","Casino Roberto","C1825"
"25594","QUETAME","CUNDINAMARCA","58.535","INVERSIONES NUEVO MILENIUM SAS","CR 4   1  68 74 76","901426244","Casino Roberto","C1825"
"25649","SAN BERNARDO","CUNDINAMARCA","46.555","ASAR S.A.S.","CL 5   4  15 LC 7 SANTA TERESA","811041856","CASINO EMPERADOR","C2050"
"25649","SAN BERNARDO","CUNDINAMARCA","52.735","PERLA ASOCIADOS SAS","CL 5   4  15  LC 7","900661205","Casino Emperador","C1719"
"25658","SAN FRANCISCO","CUNDINAMARCA","57.244","GOLDEN GAME S.A.S.","CL 3   8  32  CENTRO","830115955","CASINO GOLDEN GAME SAN FRANCISCO","C2005"
"25658","SAN FRANCISCO","CUNDINAMARCA","58.279","GOLDEN GAME S.A.S.","CL 3   8  32  CENTRO","830115955","CASINO GOLDEN GAME SAN FRANCISCO","C2005"
"25662","SAN JUAN DE RIOSECO","CUNDINAMARCA","60.601","MAG SAS","CR 6 4 72","901856617","CASINO CARIBBEAN 7","C2131"
"25662","SAN JUAN DE RIOSECO","CUNDINAMARCA","49.529","GLOBAL P&M SAS","CR 6 04 72","901114017","CASINO SAN JUAN","C1989"
"25736","SESQUILÉ","CUNDINAMARCA","60.112","PUERTO BELEN S.A.S.","CR 6 5 39","900996338","PALACE GAME","C2107"
"25736","SESQUILÉ","CUNDINAMARCA","60.835","CEALMAHER S.A.S.","CR 6   4  81","900572956","COLONIA CASINO","C2148"
"25736","SESQUILÉ","CUNDINAMARCA","53.276","CEALMAHER S.A.S.","CR 6   4  81","900572956","COLONIA CASINO","C2148"
"25736","SESQUILÉ","CUNDINAMARCA","49.627","PUERTO BELEN S.A.S.","CR 6 5 39","900996338","PALACE GAME","C2013"
"25736","SESQUILÉ","CUNDINAMARCA","49.401","GRUPO ROYALE SAS","CL 6 6 97","901248988","MISTER SUERTE B","C2038"
"25736","SESQUILÉ","CUNDINAMARCA","49.627","PUERTO BELEN S.A.S.","CR 6 5 39","900996338","PALACE GAME","C2107"
"25736","SESQUILÉ","CUNDINAMARCA","60.112","PUERTO BELEN S.A.S.","CR 6 5 39","900996338","PALACE GAME","C2013"
"25736","SESQUILÉ","CUNDINAMARCA","50.126","CEALMAHER S.A.S.","CR 6   4  81","900572956","COLONIA CASINO","C2148"
"25736","SESQUILÉ","CUNDINAMARCA","61.026","E.CITY GROUP SAS","CL 6   6  60","901812307","CASINO EL DORADO SESQUILE","C2154"
"25740","SIBATÉ","CUNDINAMARCA","59.714","ODESSA S.A.S.","CALLE 9 7 11 LOCAL 104","901011779","CASINO ORQUIDEA SIBATE","C2099"
"25740","SIBATÉ","CUNDINAMARCA","55.264","RECREATIVOS FUTURO SAS","CR 8   10  30","901488608","SUPER JUEGOS SIBATE","C1880"
"25740","SIBATÉ","CUNDINAMARCA","54.584","INVERSIONES ALFA GAMES SAS","CR 8   10  44","901488604","CASINO 777 SIBATE","C1823"
"25740","SIBATÉ","CUNDINAMARCA","60.685","STAR PALACE SAS","CR 7   9 B 50 LOCAL 2","901841030","CASINO FLOR IMPERIAL","C2114"
"25740","SIBATÉ","CUNDINAMARCA","52.031","PUERTO BELEN S.A.S.","CALLE 9 7 11 LOCAL 104","900996338","CASINO ORQUIDEA SIBATE","C2013"
"25740","SIBATÉ","CUNDINAMARCA","52.031","PUERTO BELEN S.A.S.","CALLE 9 7 11 LOCAL 104","900996338","CASINO ORQUIDEA SIBATE","C2107"
"25740","SIBATÉ","CUNDINAMARCA","60.685","STAR PALACE SAS","CR 7   9 B 50 LOCAL 2","901841030","CASINO FLOR IMPERIAL","C2134"
"25740","SIBATÉ","CUNDINAMARCA","54.544","INVERSIONES FACILITY SAS","CL 10   8  46","901235028","ONE PIECE","C2001"
"25743","SILVANIA","CUNDINAMARCA","42.287","FUSION RECREATIVOS S.A.S.","CL 8 NO 7A - 05","900863206","CASINO CARIBBEAN A.M.","C1768"
"25743","SILVANIA","CUNDINAMARCA","54.666","INVERSIONES GROUP CENTER SAS","CR 6   1 B 14","901436264","Casino Subia","C1771"
"25743","SILVANIA","CUNDINAMARCA","49.473","INVERSIONES FACILITY SAS","CL 9   5  33","901235028","Casino Acropolis Silvania","C2001"
"25743","SILVANIA","CUNDINAMARCA","41.221","GRUPO DIBER S.A.S","CL 9 No. 5 - 33","900540846","CASINO ACROPOLIS SILVANIA","C1846"
"25743","SILVANIA","CUNDINAMARCA","55.325","INVERSIONES GROUP CENTER SAS","CR 10 A  10  13 Subia Central","901436264","Casino Subia","C1771"
"25743","SILVANIA","CUNDINAMARCA","59.777","ALIANZA TEBON S.A.S.","CL 9   5  33","900782727","CASINO ACROPOLIS SILVANIA","C1721"
"25743","SILVANIA","CUNDINAMARCA","52.354","STAR GAMES SAS","CL 10 4 20 22 24 CENTRO","901297092","CASINO MONTE CARLO SILVANIA","C1730"
"25743","SILVANIA","CUNDINAMARCA","52.354","STAR GAMES SAS","CL 10 4 20 22 24 CENTRO","901297092","CASINO MONTE CARLO SILVANIA","C1770"
"25743","SILVANIA","CUNDINAMARCA","41.490","FUSION RECREATIVOS S.A.S.","CR 6   9  28","900863206","3 DADOS SILVANIA","C1768"
"25745","SIMIJACA","CUNDINAMARCA","39.872","DIVERSIONES UNIVERSAL S.A.S.","CL 9 7 29","830129516","SALON DE JUEGOS EL CAFETAL","C1815"
"25745","SIMIJACA","CUNDINAMARCA","56.292","INFRA TECNOLOGIA SAS","cra 7 9-47","901535556","SALA DE JUEGOS COLONIA","C1920"
"25745","SIMIJACA","CUNDINAMARCA","52.386","PUERTO BELEN S.A.S.","cra 7 9-47","900996338","SALA DE JUEGOS COLONIA","C2013"
"25745","SIMIJACA","CUNDINAMARCA","52.386","PUERTO BELEN S.A.S.","cra 7 9-47","900996338","SALA DE JUEGOS COLONIA","C2107"
"25745","SIMIJACA","CUNDINAMARCA","56.337","DIVERSIONES STAR PLAY S.A.S.","CR 7   8  47 LOCAL 4","900803812","CASINO STAR PLAY","C2149"
"25745","SIMIJACA","CUNDINAMARCA","46.865","DIVERSIONES UNIVERSAL S.A.S.","CL 9   7  29","830129516","SALON DE JUEGOS EL CAFETAL","C1815"
"25745","SIMIJACA","CUNDINAMARCA","18.100","INVERSIONES DIAMONDS S.A.S.","CL 9 7 29","820004564","SALON DE JUEGOS EL CAFETAL","C2032"
"25745","SIMIJACA","CUNDINAMARCA","53.775","DIVERSIONES UNIVERSAL S.A.S.","CL 9   7  29","830129516","SALON DE JUEGOS EL CAFETAL","C1815"
"25745","SIMIJACA","CUNDINAMARCA","40.870","DIVERSIONES UNIVERSAL S.A.S.","CL 9 7 29","830129516","SALON DE JUEGOS EL CAFETAL","C1815"
"25745","SIMIJACA","CUNDINAMARCA","38.238","INVERSIONES DIAMONDS S.A.S.","CL 9 7 29","820004564","SALON DE JUEGOS EL CAFETAL","C2032"
"25745","SIMIJACA","CUNDINAMARCA","61.034","DIVERSIONES STAR PLAY S.A.S.","CR 7   8  47 LOCAL 4","900803812","CASINO STAR PLAY","C2149"
"25745","SIMIJACA","CUNDINAMARCA","56.292","INFRA TECNOLOGIA SAS","cra 7 9-47","901535556","SALA DE JUEGOS COLONIA","C1904"
"25754","SOACHA","CUNDINAMARCA","20.852","COMPANY TECHNOLOGY S.A.S.","CR 3 29 A 02 LC 23 24 25 26","900511841","CASINO CLUB UNISUR","C1937"
"25754","SOACHA","CUNDINAMARCA","43.735","COMPANY TECHNOLOGY S.A.S.","CR 3   29 A 2 LC 23 24 25 26 Porvenir","900511841","Casino Club Romano Unisur","C1937"
"25754","SOACHA","CUNDINAMARCA","46.045","RECREATIVOS REAL GAMES S.A.S.","CL 30   8  4 ESTE","901130005","CASINO DELUXE","C2120"
"25754","SOACHA","CUNDINAMARCA","47.315","INVERSIONES MUNDO FORTUNA SAS","CR 4   12  66","901189836","WIN GOLD 1","C1952"
"25754","SOACHA","CUNDINAMARCA","45.573","ALIANZA TEBON S.A.S.","CR 7   13  24","900782727","LA PIRAMIDE DE LA 7","C1721"
"25754","SOACHA","CUNDINAMARCA","49.446","INVERSIONES GRUPO WEP S.A.S.","CL 13   4  27  SAN BERNARDINO","900600884","CASINO EIFFEL","C2016"
"25754","SOACHA","CUNDINAMARCA","48.366","ALIANZA TEBON S.A.S.","CR 4   47  14","900782727","Casino B Tio Rico","C1721"
"25754","SOACHA","CUNDINAMARCA","50.829","ALIANZA TEBON S.A.S.","CR 4   47  14","900782727","Casino B Tio Rico","C1721"
